,CO_UF_RESIDENCIA,NU_IDADE,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,TP_DEPENDENCIA_ADM_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DISLEXIA,IN_DISCALCULIA,IN_SABATISTA,IN_GESTANTE,IN_IDOSO,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO
168,29,26,3,1,1,6,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
169,23,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,366.0,581.0,435.5,1,1.0,120.0,120.0,100.0,120.0,120.0,580.0
170,15,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,500.0,526.2,566.9,0,1.0,120.0,100.0,80.0,120.0,40.0,460.0
171,21,20,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
172,35,16,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,407.3,505.9,449.2,1,1.0,100.0,60.0,60.0,120.0,120.0,460.0
173,15,22,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,487.8,434.4,395.2,1,1.0,100.0,100.0,100.0,100.0,40.0,440.0
174,24,22,1,1,1,6,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
175,23,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
176,42,16,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,512.2,569.6,439.2,0,1.0,120.0,120.0,80.0,80.0,80.0,480.0
177,33,29,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
178,42,28,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,460.0,617.2,587.5,0,1.0,120.0,160.0,160.0,160.0,120.0,720.0
179,21,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,453.3,498.5,431.3,0,1.0,80.0,80.0,80.0,80.0,40.0,360.0
180,41,24,3,1,1,7,1,,0,,0,0,0,0,0,0,0,0,1,1,1,406.5,556.7,514.2,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0
181,43,48,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,395.2,488.5,436.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
182,35,40,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,459.6,580.0,491.1,1,1.0,140.0,80.0,100.0,120.0,40.0,480.0
183,16,24,3,1,1,6,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
184,42,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,517.4,592.6,537.3,0,1.0,160.0,160.0,160.0,160.0,160.0,800.0
185,43,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,439.4,493.3,452.8,1,1.0,120.0,120.0,120.0,120.0,20.0,500.0
186,15,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,435.1,619.0,583.2,1,1.0,120.0,120.0,80.0,80.0,60.0,460.0
187,23,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,596.4,600.7,567.7,0,1.0,180.0,200.0,200.0,180.0,200.0,960.0
188,29,23,2,1,1,3,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
189,26,17,2,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,438.7,473.4,441.6,0,1.0,140.0,120.0,100.0,100.0,60.0,520.0
190,23,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,504.3,465.9,532.7,1,1.0,100.0,100.0,60.0,80.0,40.0,380.0
191,23,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,430.4,577.7,540.9,1,1.0,140.0,160.0,160.0,160.0,140.0,760.0
192,23,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,460.4,491.8,486.0,1,1.0,160.0,140.0,120.0,120.0,80.0,620.0
193,15,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,445.1,369.1,462.3,1,1.0,120.0,120.0,120.0,120.0,40.0,520.0
194,29,17,2,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,543.7,558.6,554.0,1,1.0,160.0,140.0,120.0,160.0,80.0,660.0
195,35,18,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,399.5,584.8,543.4,0,1.0,160.0,120.0,140.0,180.0,140.0,740.0
196,41,24,1,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
197,15,19,2,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,445.7,619.0,651.6,0,1.0,120.0,140.0,120.0,120.0,100.0,600.0
198,41,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,431.8,538.0,358.1,1,1.0,120.0,120.0,120.0,120.0,40.0,520.0
199,33,15,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,581.4,601.9,656.6,0,1.0,160.0,120.0,120.0,120.0,80.0,600.0
200,23,15,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,447.6,498.8,441.4,1,1.0,80.0,80.0,60.0,60.0,20.0,300.0
201,43,22,2,2,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
202,31,20,1,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,593.4,586.0,492.2,1,1.0,100.0,120.0,120.0,100.0,100.0,540.0
203,35,20,1,1,1,3,1,,0,,0,0,0,0,0,0,1,0,0,0,0,,,,0,,,,,,,
204,31,17,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,416.4,554.0,527.6,1,1.0,120.0,120.0,120.0,120.0,100.0,580.0
205,42,18,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
206,12,20,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,393.2,542.9,466.6,1,1.0,140.0,120.0,120.0,120.0,60.0,560.0
207,29,21,2,1,1,4,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
208,15,34,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
209,26,20,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
210,23,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,507.7,545.3,508.9,1,1.0,160.0,140.0,140.0,160.0,160.0,760.0
211,15,18,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,480.1,465.9,520.8,1,1.0,100.0,120.0,100.0,40.0,60.0,420.0
212,23,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,385.6,394.3,486.0,1,1.0,60.0,40.0,60.0,80.0,0.0,240.0
213,23,20,2,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,485.0,603.0,597.3,1,1.0,120.0,100.0,80.0,100.0,80.0,480.0
214,35,17,1,2,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
215,42,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,508.4,575.3,489.8,1,1.0,120.0,80.0,60.0,120.0,60.0,440.0
216,42,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,1,0,0,1,1,0,456.9,540.9,,1,,,,,,,
217,29,29,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
218,35,18,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,424.1,500.5,454.8,1,1.0,100.0,100.0,80.0,100.0,40.0,420.0
219,35,20,1,2,1,2,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
220,33,20,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,559.6,568.6,513.5,0,1.0,140.0,140.0,100.0,140.0,40.0,560.0
221,42,38,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,454.8,541.9,528.5,0,1.0,120.0,120.0,120.0,120.0,60.0,540.0
222,35,19,4,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,407.2,565.1,578.5,1,1.0,120.0,120.0,120.0,100.0,120.0,580.0
223,53,19,3,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,551.1,599.9,511.6,0,1.0,160.0,120.0,120.0,140.0,20.0,560.0
224,25,16,5,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,393.3,517.8,517.3,0,1.0,140.0,120.0,100.0,140.0,40.0,540.0
225,35,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,444.4,486.3,526.5,1,1.0,120.0,140.0,120.0,140.0,100.0,620.0
226,21,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
227,31,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,566.7,553.2,521.4,1,1.0,140.0,140.0,120.0,140.0,140.0,680.0
228,31,19,2,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,463.0,446.6,531.5,0,1.0,100.0,120.0,120.0,120.0,40.0,500.0
229,27,23,3,2,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,513.2,486.4,491.2,1,1.0,120.0,140.0,140.0,120.0,60.0,580.0
230,50,18,1,1,3,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,470.7,506.3,531.7,0,1.0,80.0,100.0,80.0,80.0,40.0,380.0
231,23,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,0,422.9,498.0,,1,,,,,,,
232,15,17,4,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,470.2,498.3,386.4,1,1.0,100.0,80.0,80.0,60.0,0.0,320.0
233,23,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,439.0,460.1,392.7,1,1.0,80.0,80.0,80.0,80.0,20.0,340.0
234,35,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,482.8,529.1,500.5,0,1.0,120.0,120.0,100.0,120.0,100.0,560.0
235,29,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,454.0,579.1,585.8,1,1.0,120.0,120.0,120.0,140.0,100.0,600.0
236,25,19,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,403.1,510.7,482.5,1,1.0,100.0,120.0,80.0,100.0,80.0,480.0
237,35,45,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,,1,,,,,,,
238,31,20,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,452.8,418.4,456.0,0,1.0,120.0,120.0,120.0,120.0,40.0,520.0
239,35,30,2,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,412.6,464.9,475.8,1,1.0,80.0,80.0,80.0,40.0,40.0,320.0
240,35,19,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,405.8,470.9,557.6,1,1.0,160.0,160.0,160.0,160.0,0.0,640.0
241,31,18,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,660.2,687.2,630.1,0,1.0,160.0,180.0,160.0,160.0,160.0,820.0
242,52,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,399.1,571.3,441.0,0,1.0,100.0,120.0,100.0,120.0,40.0,480.0
243,15,20,3,2,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,475.1,558.7,600.4,1,1.0,120.0,100.0,80.0,100.0,40.0,440.0
244,41,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,491.6,535.3,525.3,1,1.0,140.0,60.0,80.0,120.0,60.0,460.0
245,26,21,1,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,415.6,555.1,385.8,0,1.0,120.0,120.0,140.0,100.0,80.0,560.0
246,31,22,1,1,1,6,1,,0,,0,0,0,0,0,0,0,0,1,1,1,470.9,583.0,570.2,0,1.0,140.0,120.0,80.0,100.0,60.0,500.0
247,32,32,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
248,35,19,3,1,1,2,1,,0,,1,0,0,0,0,0,0,0,1,1,1,428.7,456.2,433.7,1,1.0,120.0,120.0,120.0,140.0,80.0,580.0
249,31,38,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,417.2,356.0,411.3,1,1.0,80.0,100.0,100.0,100.0,40.0,420.0
250,33,17,4,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,444.2,449.7,478.9,0,1.0,160.0,140.0,120.0,140.0,140.0,700.0
251,24,33,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,370.7,489.0,473.9,1,1.0,120.0,120.0,80.0,80.0,40.0,440.0
252,15,17,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,438.1,483.2,499.5,1,1.0,120.0,120.0,100.0,120.0,100.0,560.0
253,35,28,1,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,407.9,529.0,467.5,0,1.0,80.0,100.0,120.0,100.0,80.0,480.0
254,52,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,401.3,373.9,456.1,1,1.0,120.0,120.0,80.0,80.0,80.0,480.0
255,31,18,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,571.6,618.3,592.5,0,1.0,120.0,120.0,120.0,120.0,120.0,600.0
256,23,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,404.3,528.5,398.1,1,1.0,120.0,80.0,80.0,80.0,40.0,400.0
257,26,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,548.1,594.5,606.6,0,1.0,160.0,140.0,160.0,140.0,60.0,660.0
258,28,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,402.2,520.6,405.5,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0
259,35,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
260,17,17,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
261,42,21,1,1,1,4,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
262,25,21,3,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,563.9,573.8,578.8,1,1.0,120.0,120.0,80.0,100.0,40.0,460.0
263,33,47,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
264,23,20,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
265,52,23,3,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,426.8,467.6,503.4,1,1.0,120.0,120.0,120.0,120.0,80.0,560.0
266,15,15,0,1,3,0,1,,1,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
267,35,18,1,2,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,486.9,437.3,499.2,0,1.0,120.0,100.0,80.0,80.0,80.0,460.0
268,23,24,3,1,1,7,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
269,23,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,453.5,431.9,401.6,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0
270,32,24,2,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,383.9,461.0,433.8,1,1.0,120.0,120.0,120.0,120.0,100.0,580.0
271,51,31,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,441.3,481.2,446.4,1,1.0,120.0,100.0,80.0,100.0,100.0,500.0
272,29,19,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,428.2,522.2,449.5,1,1.0,80.0,100.0,80.0,100.0,40.0,400.0
273,22,18,3,2,3,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,528.5,399.8,377.2,1,1.0,60.0,100.0,40.0,60.0,20.0,280.0
274,23,19,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
275,35,16,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
276,23,33,3,2,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
277,23,17,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
278,35,18,4,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,386.1,575.6,496.9,0,1.0,120.0,160.0,160.0,120.0,120.0,680.0
279,21,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,410.5,419.0,415.4,0,1.0,100.0,100.0,80.0,100.0,80.0,460.0
280,25,20,2,1,3,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
281,23,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,393.9,387.6,376.2,1,1.0,100.0,100.0,80.0,80.0,40.0,400.0
282,31,38,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
283,31,18,3,1,3,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,446.3,509.2,498.2,1,1.0,100.0,80.0,80.0,100.0,0.0,360.0
284,31,17,2,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,545.7,648.0,587.2,0,1.0,160.0,140.0,160.0,160.0,160.0,780.0
285,23,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,497.6,523.3,541.2,0,1.0,120.0,120.0,120.0,120.0,60.0,540.0
286,22,19,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,470.4,488.7,519.0,1,1.0,60.0,80.0,40.0,20.0,40.0,240.0
287,27,19,3,2,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,474.7,538.5,464.8,1,1.0,120.0,80.0,100.0,120.0,40.0,460.0
288,51,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
289,35,18,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,510.7,595.5,520.3,0,1.0,160.0,140.0,140.0,160.0,160.0,760.0
290,35,29,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
291,35,17,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,435.3,469.6,475.6,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0
292,33,17,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,467.4,631.5,611.0,1,1.0,120.0,120.0,120.0,120.0,80.0,560.0
293,25,19,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,411.0,513.6,445.7,0,1.0,80.0,100.0,80.0,80.0,60.0,400.0
294,41,46,1,1,3,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,433.3,477.9,360.6,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
295,35,22,1,1,1,5,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
296,29,16,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,504.0,440.5,417.6,0,1.0,120.0,80.0,80.0,100.0,60.0,440.0
297,15,43,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,441.6,478.2,497.9,1,1.0,120.0,120.0,100.0,120.0,20.0,480.0
298,15,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,482.2,524.9,447.0,1,1.0,100.0,120.0,120.0,100.0,100.0,540.0
299,33,23,3,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,514.7,572.5,599.3,1,1.0,120.0,140.0,140.0,120.0,120.0,640.0
300,31,19,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
301,52,17,0,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,506.2,615.9,593.0,0,1.0,120.0,120.0,120.0,80.0,120.0,560.0
302,31,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
303,35,18,4,1,2,0,2,2.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,653.3,511.7,647.1,0,1.0,140.0,120.0,120.0,140.0,0.0,520.0
304,31,20,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,446.6,554.4,533.1,1,1.0,160.0,120.0,80.0,160.0,120.0,640.0
305,33,25,1,1,1,7,1,,0,,0,0,0,0,0,0,0,0,1,1,1,523.7,582.6,597.7,0,1.0,140.0,140.0,120.0,120.0,80.0,600.0
306,15,33,3,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,577.0,558.7,490.0,1,1.0,120.0,100.0,100.0,100.0,100.0,520.0
307,22,22,1,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,717.2,773.6,646.3,0,1.0,140.0,180.0,180.0,140.0,140.0,780.0
308,23,15,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,454.0,574.9,506.7,1,1.0,80.0,80.0,80.0,80.0,80.0,400.0
309,27,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,509.4,559.1,441.9,1,1.0,120.0,120.0,80.0,100.0,40.0,460.0
310,15,41,2,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,485.6,567.8,488.4,1,1.0,140.0,100.0,80.0,100.0,40.0,460.0
311,35,30,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,517.4,448.9,464.9,1,1.0,120.0,40.0,40.0,120.0,20.0,340.0
312,25,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
313,26,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,601.2,594.3,569.4,0,1.0,160.0,160.0,160.0,140.0,160.0,780.0
314,29,18,3,1,4,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
315,22,19,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,461.4,486.7,516.0,1,1.0,120.0,120.0,80.0,80.0,80.0,480.0
316,50,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,393.3,449.6,429.5,0,1.0,100.0,80.0,80.0,80.0,40.0,380.0
317,53,20,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,396.5,550.4,447.2,1,1.0,120.0,80.0,100.0,100.0,40.0,440.0
318,33,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,629.2,767.8,667.8,0,1.0,160.0,200.0,180.0,200.0,180.0,920.0
319,35,18,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,473.8,600.3,621.3,0,1.0,140.0,120.0,120.0,140.0,60.0,580.0
320,27,20,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,391.2,581.3,555.6,1,1.0,120.0,120.0,100.0,120.0,120.0,580.0
321,21,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
322,24,18,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,621.1,712.3,597.1,0,1.0,200.0,180.0,160.0,180.0,160.0,880.0
323,35,41,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,565.3,620.4,580.8,0,1.0,120.0,100.0,120.0,120.0,80.0,540.0
324,26,21,3,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,450.1,595.2,527.9,1,1.0,140.0,140.0,160.0,120.0,120.0,680.0
325,42,17,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,544.3,604.0,539.6,0,1.0,120.0,80.0,80.0,120.0,40.0,440.0
326,21,28,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
327,35,18,3,2,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,411.0,537.6,536.3,0,1.0,120.0,120.0,80.0,100.0,60.0,480.0
328,41,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,578.0,660.8,557.9,0,1.0,120.0,120.0,120.0,100.0,120.0,580.0
329,51,21,2,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,405.4,469.1,501.6,1,1.0,100.0,60.0,60.0,60.0,20.0,300.0
330,41,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,426.9,361.8,465.3,0,1.0,120.0,120.0,80.0,120.0,40.0,480.0
331,35,20,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
332,26,22,3,1,1,4,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
333,23,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,478.3,586.5,502.1,1,1.0,160.0,160.0,160.0,160.0,120.0,760.0
334,23,19,3,1,3,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,429.7,359.4,414.7,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0
335,33,41,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
336,43,18,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,633.8,672.5,685.1,0,1.0,120.0,140.0,140.0,120.0,120.0,640.0
337,35,17,3,1,2,0,2,1.0,0,3.0,0,0,0,0,0,0,0,0,1,1,1,415.9,471.5,452.8,1,1.0,120.0,120.0,120.0,120.0,40.0,520.0
338,23,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,373.9,427.8,482.6,1,1.0,80.0,80.0,80.0,80.0,20.0,340.0
339,33,57,1,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,449.3,544.7,463.8,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0
340,22,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,514.1,574.6,447.6,1,1.0,80.0,120.0,100.0,100.0,40.0,440.0
341,26,21,3,2,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,483.5,547.2,489.0,1,1.0,120.0,120.0,100.0,100.0,80.0,520.0
